*SoftWare Version 3.0  2018/12/27

*HEADER
     PLATFORM NUMBER       :4902489
     CYCLE NUMBER          :010
     DATE CREATION         :20191216011537
     DATE UPDATE           :20191216011537
     PROJECT NAME          :Argo Canada
     PI NAME               :Blair Greenan
     INSTRUMENT TYPE       :ARVOR
     FLOAT SERIAL NO       :260019CA18
     FIRMWARE VERSION      :5900A04
     WMO INSTRUMENT TYPE   :844
     TRANSMISSION SYSTEM   :IRIDIUM
     POSITIONING SYSTEM    :GPS
     SAMPLE DIRECTION      :A(A=Ascend; D=Descend)
     DATA MODE             :R(R=Real Time; D=Delayed Mode; A=Real Time Adjusted)
     JULIAN DAY            :25551.1847 (days since 1950-01-01 00:00:00 UTC)
     DATE                  :2019-12-16
     QC FLAG FOR DATE      :1
*LOCATION
     LATITUDE              :55.316  
     LONGITUDE             :-49.066 
     QC FLAG FOR LOCATION  :1
*FILE
     COLUMN 1              :Pressure (dbar)                             F7.1
     COLUMN 2              :Corrected Pressure (dbar)                   F7.1
     COLUMN 3              :Quality on Pressure                         I3
     COLUMN 4              :Temperature (degree_Celsius)                F9.3
     COLUMN 5              :Corrected Temperature (degree_Celsius)      F9.3
     COLUMN 6              :Quality on Temperature                      I3
     COLUMN 7              :Salinity (PSU)                              F9.3
     COLUMN 8              :Corrected Salinity (PSU)                    F9.3
     COLUMN 9              :Quality on Salinity                         I3
==========================================================================
    0.9    0.9  1    4.188    4.188  1   34.612   34.612  1
    1.9    1.9  1    4.190    4.190  1   34.611   34.611  1
    3.2    3.2  1    4.191    4.191  1   34.612   34.612  1
    4.1    4.1  1    4.191    4.191  1   34.612   34.612  1
    5.0    5.0  1    4.193    4.193  1   34.612   34.612  1
    5.9    5.9  1    4.193    4.193  1   34.612   34.612  1
    6.8    6.8  1    4.194    4.194  1   34.613   34.613  1
    8.0    8.0  1    4.195    4.195  1   34.612   34.612  1
    9.2    9.2  1    4.195    4.195  1   34.613   34.613  1
   10.1   10.1  1    4.195    4.195  1   34.613   34.613  1
   14.6   14.6  1    4.196    4.196  1   34.612   34.612  1
   25.6   25.6  1    4.197    4.197  1   34.612   34.612  1
   35.4   35.4  1    4.196    4.196  1   34.613   34.613  1
   45.1   45.1  1    4.196    4.196  1   34.612   34.612  1
   55.0   55.0  1    4.195    4.195  1   34.614   34.614  1
   65.7   65.7  1    4.195    4.195  1   34.613   34.613  1
   75.5   75.5  1    4.195    4.195  1   34.614   34.614  1
   85.4   85.4  1    4.181    4.181  1   34.624   34.624  1
   95.3   95.3  1    4.140    4.140  1   34.649   34.649  1
  105.3  105.3  1    4.083    4.083  1   34.679   34.679  1
  115.1  115.1  1    4.072    4.072  1   34.681   34.681  1
  125.1  125.1  1    4.077    4.077  1   34.683   34.683  1
  135.3  135.3  1    4.082    4.082  1   34.684   34.684  1
  145.6  145.6  1    4.081    4.081  1   34.684   34.684  1
  155.8  155.8  1    4.074    4.074  1   34.683   34.683  1
  165.7  165.7  1    4.041    4.041  1   34.691   34.691  1
  175.5  175.5  1    3.738    3.738  1   34.758   34.758  1
  185.7  185.7  1    3.730    3.730  1   34.777   34.777  1
  196.1  196.1  1    3.767    3.767  1   34.794   34.794  1
  212.8  212.8  1    3.789    3.789  1   34.808   34.808  1
  237.8  237.8  1    3.826    3.826  1   34.827   34.827  1
  262.9  262.9  1    3.820    3.820  1   34.838   34.838  1
  287.9  287.9  1    3.819    3.819  1   34.849   34.849  1
  313.5  313.5  1    3.813    3.813  1   34.858   34.858  1
  337.8  337.8  1    3.705    3.705  1   34.853   34.853  1
  363.0  363.0  1    3.713    3.713  1   34.862   34.862  1
  388.1  388.1  1    3.718    3.718  1   34.868   34.868  1
  412.8  412.8  1    3.698    3.698  1   34.868   34.868  1
  438.0  438.0  1    3.640    3.640  1   34.865   34.865  1
  462.9  462.9  1    3.631    3.631  1   34.866   34.866  1
  487.9  487.9  1    3.593    3.593  1   34.864   34.864  1
  512.9  512.9  1    3.506    3.506  1   34.855   34.855  1
  537.6  537.6  1    3.457    3.457  1   34.852   34.852  1
  562.6  562.6  1    3.456    3.456  1   34.854   34.854  1
  587.7  587.7  1    3.451    3.451  1   34.854   34.854  1
  612.7  612.7  1    3.431    3.431  1   34.854   34.854  1
  638.0  638.0  1    3.409    3.409  1   34.853   34.853  1
  663.5  663.5  1    3.399    3.399  1   34.854   34.854  1
  687.4  687.4  1    3.403    3.403  1   34.856   34.856  1
  712.6  712.6  1    3.399    3.399  1   34.858   34.858  1
  737.8  737.8  1    3.397    3.397  1   34.859   34.859  1
  763.0  763.0  1    3.395    3.395  1   34.860   34.860  1
  787.9  787.9  1    3.390    3.390  1   34.861   34.861  1
  812.6  812.6  1    3.384    3.384  1   34.861   34.861  1
  838.4  838.4  1    3.386    3.386  1   34.863   34.863  1
  862.8  862.8  1    3.384    3.384  1   34.864   34.864  1
  888.0  888.0  1    3.380    3.380  1   34.865   34.865  1
  912.8  912.8  1    3.385    3.385  1   34.867   34.867  1
  937.5  937.5  1    3.389    3.389  1   34.869   34.869  1
  962.9  962.9  1    3.391    3.391  1   34.870   34.870  1
  988.2  988.2  1    3.395    3.395  1   34.871   34.871  1
 1013.1 1013.1  1    3.391    3.391  1   34.872   34.872  1
 1038.9 1038.9  1    3.380    3.380  1   34.871   34.871  1
 1062.7 1062.7  1    3.368    3.368  1   34.869   34.869  1
 1087.8 1087.8  1    3.360    3.360  1   34.868   34.868  1
 1112.8 1112.8  1    3.357    3.357  1   34.868   34.868  1
 1138.1 1138.1  1    3.357    3.357  1   34.869   34.869  1
 1163.1 1163.1  1    3.358    3.358  1   34.869   34.869  1
 1188.1 1188.1  1    3.351    3.351  1   34.869   34.869  1
 1213.2 1213.2  1    3.353    3.353  1   34.870   34.870  1
 1238.0 1238.0  1    3.357    3.357  1   34.871   34.871  1
 1262.9 1262.9  1    3.359    3.359  1   34.871   34.871  1
 1287.7 1287.7  1    3.358    3.358  1   34.872   34.872  1
 1312.8 1312.8  1    3.353    3.353  1   34.872   34.872  1
 1338.0 1338.0  1    3.349    3.349  1   34.872   34.872  1
 1363.1 1363.1  1    3.350    3.350  1   34.872   34.872  1
 1387.7 1387.7  1    3.347    3.347  1   34.872   34.872  1
 1412.9 1412.9  1    3.347    3.347  1   34.873   34.873  1
 1437.8 1437.8  1    3.351    3.351  1   34.874   34.874  1
 1462.9 1462.9  1    3.350    3.350  1   34.874   34.874  1
 1488.1 1488.1  1    3.348    3.348  1   34.875   34.875  1
 1512.9 1512.9  1    3.349    3.349  1   34.876   34.876  1
 1537.8 1537.8  1    3.350    3.350  1   34.876   34.876  1
 1562.8 1562.8  1    3.352    3.352  1   34.878   34.878  1
 1587.6 1587.6  1    3.354    3.354  1   34.879   34.879  1
 1612.7 1612.7  1    3.363    3.363  1   34.882   34.882  1
 1637.7 1637.7  1    3.372    3.372  1   34.884   34.884  1
 1662.8 1662.8  1    3.370    3.370  1   34.884   34.884  1
 1687.6 1687.6  1    3.383    3.383  1   34.888   34.888  1
 1712.8 1712.8  1    3.404    3.404  1   34.893   34.893  1
 1738.0 1738.0  1    3.425    3.425  1   34.897   34.897  1
 1762.7 1762.7  1    3.458    3.458  1   34.905   34.905  1
 1788.0 1788.0  1    3.487    3.487  1   34.912   34.912  1
 1812.6 1812.6  1    3.499    3.499  1   34.916   34.916  1
 1837.8 1837.8  1    3.504    3.504  1   34.919   34.919  1
 1862.6 1862.6  1    3.507    3.507  1   34.922   34.922  1
 1887.5 1887.5  1    3.505    3.505  1   34.924   34.924  1
 1912.8 1912.8  1    3.501    3.501  1   34.926   34.926  1
 1937.9 1937.9  1    3.497    3.497  1   34.927   34.927  1
 1962.7 1962.7  1    3.493    3.493  1   34.928   34.928  1
 1987.8 1987.8  1    3.482    3.482  1   34.929   34.929  1
 2013.7 2013.7  1    3.463    3.463  1   34.931   34.931  1
 2026.8 2026.8  1    3.450    3.450  1   34.931   34.931  1
