*SoftWare Version 3.0  2018/12/27

*HEADER
     PLATFORM NUMBER       :4903246
     CYCLE NUMBER          :015
     DATE CREATION         :20191226180047
     DATE UPDATE           :20191226180047
     PROJECT NAME          :US ARGO PROJECT
     PI NAME               :WIJFFELS, JAYNE, AND ROBBINS
     INSTRUMENT TYPE       :S2A
     FLOAT SERIAL NO       :7569
     FIRMWARE VERSION      :SBE602 15Aug17 ARM V2.4
     WMO INSTRUMENT TYPE   :854
     TRANSMISSION SYSTEM   :IRIDIUM
     POSITIONING SYSTEM    :GPS
     SAMPLE DIRECTION      :A(A=Ascend; D=Descend)
     DATA MODE             :R(R=Real Time; D=Delayed Mode; A=Real Time Adjusted)
     JULIAN DAY            :25551.7818 (days since 1950-01-01 00:00:00 UTC)
     DATE                  :2019-12-16
     QC FLAG FOR DATE      :1
*LOCATION
     LATITUDE              :18.467  
     LONGITUDE             :-50.219 
     QC FLAG FOR LOCATION  :1
*FILE
     COLUMN 1              :Pressure (dbar)                             F7.1
     COLUMN 2              :Corrected Pressure (dbar)                   F7.1
     COLUMN 3              :Quality on Pressure                         I3
     COLUMN 4              :Temperature (degree_Celsius)                F9.3
     COLUMN 5              :Corrected Temperature (degree_Celsius)      F9.3
     COLUMN 6              :Quality on Temperature                      I3
     COLUMN 7              :Salinity (PSU)                              F9.3
     COLUMN 8              :Corrected Salinity (PSU)                    F9.3
     COLUMN 9              :Quality on Salinity                         I3
==========================================================================
    0.3    0.3  1   26.496   26.496  1   37.479   37.479  1
    1.1    1.1  1   26.499   26.499  1   37.479   37.479  1
    2.1    2.1  1   26.500   26.500  1   37.480   37.480  1
    3.0    3.0  1   26.501   26.501  1   37.480   37.480  1
    4.1    4.1  1   26.501   26.501  1   37.480   37.480  1
    4.9    4.9  1   26.504   26.504  1   37.479   37.479  1
    6.0    6.0  1   26.503   26.503  1   37.479   37.479  1
    7.2    7.2  1   26.502   26.502  1   37.480   37.480  1
    7.9    7.9  1   26.502   26.502  1   37.479   37.479  1
    8.9    8.9  1   26.502   26.502  1   37.480   37.480  1
   10.4   10.4  1   26.502   26.502  1   37.480   37.480  1
   12.2   12.2  1   26.503   26.503  1   37.480   37.480  1
   14.2   14.2  1   26.500   26.500  1   37.480   37.480  1
   16.2   16.2  1   26.501   26.501  1   37.479   37.479  1
   18.1   18.1  1   26.502   26.502  1   37.479   37.479  1
   20.0   20.0  1   26.500   26.500  1   37.480   37.480  1
   22.0   22.0  1   26.497   26.497  1   37.479   37.479  1
   24.0   24.0  1   26.496   26.496  1   37.479   37.479  1
   26.0   26.0  1   26.496   26.496  1   37.479   37.479  1
   28.1   28.1  1   26.498   26.498  1   37.480   37.480  1
   30.1   30.1  1   26.497   26.497  1   37.479   37.479  1
   31.9   31.9  1   26.496   26.496  1   37.480   37.480  1
   34.0   34.0  1   26.497   26.497  1   37.479   37.479  1
   36.0   36.0  1   26.498   26.498  1   37.479   37.479  1
   37.8   37.8  1   26.498   26.498  1   37.479   37.479  1
   39.8   39.8  1   26.495   26.495  1   37.479   37.479  1
   42.0   42.0  1   26.492   26.492  1   37.480   37.480  1
   44.0   44.0  1   26.479   26.479  1   37.480   37.480  1
   45.8   45.8  1   26.472   26.472  1   37.480   37.480  1
   47.9   47.9  1   26.470   26.470  1   37.481   37.481  1
   50.0   50.0  1   26.469   26.469  1   37.482   37.482  1
   52.1   52.1  1   26.469   26.469  1   37.482   37.482  1
   54.0   54.0  1   26.468   26.468  1   37.482   37.482  1
   55.9   55.9  1   26.467   26.467  1   37.482   37.482  1
   57.8   57.8  1   26.466   26.466  1   37.483   37.483  1
   59.8   59.8  1   26.465   26.465  1   37.483   37.483  1
   62.1   62.1  1   26.464   26.464  1   37.483   37.483  1
   64.1   64.1  1   26.465   26.465  1   37.483   37.483  1
   66.0   66.0  1   26.464   26.464  1   37.483   37.483  1
   68.0   68.0  1   26.461   26.461  1   37.483   37.483  1
   70.0   70.0  1   26.458   26.458  1   37.483   37.483  1
   72.0   72.0  1   26.456   26.456  1   37.483   37.483  1
   73.9   73.9  1   26.454   26.454  1   37.482   37.482  1
   76.0   76.0  1   26.447   26.447  1   37.482   37.482  1
   78.0   78.0  1   26.434   26.434  1   37.482   37.482  1
   80.0   80.0  1   26.414   26.414  1   37.481   37.481  1
   82.0   82.0  1   26.304   26.304  1   37.489   37.489  1
   84.0   84.0  1   25.718   25.718  1   37.471   37.471  1
   86.0   86.0  1   25.534   25.534  1   37.447   37.447  1
   88.0   88.0  1   25.283   25.283  1   37.436   37.436  1
   90.0   90.0  1   25.065   25.065  1   37.416   37.416  1
   92.0   92.0  1   24.958   24.958  1   37.408   37.408  1
   94.0   94.0  1   24.869   24.869  1   37.401   37.401  1
   96.0   96.0  1   24.668   24.668  1   37.395   37.395  1
   98.0   98.0  1   24.585   24.585  1   37.388   37.388  1
  100.0  100.0  1   24.574   24.574  1   37.387   37.387  1
  102.0  102.0  1   24.535   24.535  1   37.386   37.386  1
  104.0  104.0  1   24.377   24.377  1   37.381   37.381  1
  106.0  106.0  1   24.094   24.094  1   37.364   37.364  1
  108.0  108.0  1   23.914   23.914  1   37.349   37.349  1
  109.9  109.9  1   23.811   23.811  1   37.343   37.343  1
  111.9  111.9  1   23.628   23.628  1   37.329   37.329  1
  114.0  114.0  1   23.472   23.472  1   37.314   37.314  1
  116.0  116.0  1   23.438   23.438  1   37.310   37.310  1
  118.0  118.0  1   23.387   23.387  1   37.303   37.303  1
  120.0  120.0  1   23.343   23.343  1   37.298   37.298  1
  122.0  122.0  1   23.301   23.301  1   37.293   37.293  1
  124.0  124.0  1   23.230   23.230  1   37.285   37.285  1
  126.0  126.0  1   23.101   23.101  1   37.277   37.277  1
  128.1  128.1  1   22.999   22.999  1   37.268   37.268  1
  130.1  130.1  1   22.954   22.954  1   37.264   37.264  1
  132.0  132.0  1   22.909   22.909  1   37.258   37.258  1
  134.0  134.0  1   22.900   22.900  1   37.255   37.255  1
  136.0  136.0  1   22.793   22.793  1   37.245   37.245  1
  138.0  138.0  1   22.627   22.627  1   37.218   37.218  1
  140.0  140.0  1   22.247   22.247  1   37.170   37.170  1
  142.0  142.0  1   22.027   22.027  1   37.133   37.133  1
  144.0  144.0  1   21.729   21.729  1   37.090   37.090  1
  146.0  146.0  1   21.594   21.594  1   37.064   37.064  1
  148.0  148.0  1   21.333   21.333  1   37.026   37.026  1
  150.0  150.0  1   21.146   21.146  1   36.989   36.989  1
  152.0  152.0  1   21.035   21.035  1   36.974   36.974  1
  154.0  154.0  1   20.936   20.936  1   36.953   36.953  1
  156.0  156.0  1   20.860   20.860  1   36.941   36.941  1
  157.9  157.9  1   20.747   20.747  1   36.923   36.923  1
  160.0  160.0  1   20.588   20.588  1   36.898   36.898  1
  162.0  162.0  1   20.546   20.546  1   36.888   36.888  1
  164.0  164.0  1   20.428   20.428  1   36.873   36.873  1
  166.0  166.0  1   20.270   20.270  1   36.843   36.843  1
  168.0  168.0  1   20.217   20.217  1   36.832   36.832  1
  170.0  170.0  1   20.181   20.181  1   36.825   36.825  1
  172.0  172.0  1   20.158   20.158  1   36.820   36.820  1
  174.0  174.0  1   20.114   20.114  1   36.813   36.813  1
  176.1  176.1  1   20.034   20.034  1   36.799   36.799  1
  178.0  178.0  1   19.996   19.996  1   36.793   36.793  1
  180.0  180.0  1   19.986   19.986  1   36.791   36.791  1
  182.0  182.0  1   19.950   19.950  1   36.788   36.788  1
  184.0  184.0  1   19.867   19.867  1   36.774   36.774  1
  186.0  186.0  1   19.759   19.759  1   36.755   36.755  1
  188.0  188.0  1   19.645   19.645  1   36.736   36.736  1
  189.9  189.9  1   19.558   19.558  1   36.721   36.721  1
  192.0  192.0  1   19.460   19.460  1   36.706   36.706  1
  194.0  194.0  1   19.364   19.364  1   36.691   36.691  1
  196.0  196.0  1   19.303   19.303  1   36.680   36.680  1
  197.9  197.9  1   19.287   19.287  1   36.677   36.677  1
  199.9  199.9  1   19.249   19.249  1   36.674   36.674  1
  202.0  202.0  1   19.117   19.117  1   36.655   36.655  1
  204.0  204.0  1   19.071   19.071  1   36.647   36.647  1
  206.0  206.0  1   19.024   19.024  1   36.639   36.639  1
  207.9  207.9  1   18.972   18.972  1   36.633   36.633  1
  209.9  209.9  1   18.937   18.937  1   36.627   36.627  1
  212.0  212.0  1   18.895   18.895  1   36.621   36.621  1
  214.0  214.0  1   18.865   18.865  1   36.615   36.615  1
  216.0  216.0  1   18.829   18.829  1   36.610   36.610  1
  218.0  218.0  1   18.813   18.813  1   36.607   36.607  1
  220.0  220.0  1   18.799   18.799  1   36.605   36.605  1
  222.0  222.0  1   18.789   18.789  1   36.603   36.603  1
  224.0  224.0  1   18.749   18.749  1   36.598   36.598  1
  225.8  225.8  1   18.667   18.667  1   36.589   36.589  1
  228.0  228.0  1   18.601   18.601  1   36.579   36.579  1
  230.1  230.1  1   18.592   18.592  1   36.576   36.576  1
  232.0  232.0  1   18.578   18.578  1   36.574   36.574  1
  234.0  234.0  1   18.555   18.555  1   36.572   36.572  1
  236.0  236.0  1   18.528   18.528  1   36.568   36.568  1
  238.0  238.0  1   18.508   18.508  1   36.565   36.565  1
  239.9  239.9  1   18.496   18.496  1   36.563   36.563  1
  241.9  241.9  1   18.462   18.462  1   36.560   36.560  1
  243.9  243.9  1   18.394   18.394  1   36.552   36.552  1
  246.0  246.0  1   18.379   18.379  1   36.548   36.548  1
  248.0  248.0  1   18.369   18.369  1   36.547   36.547  1
  250.1  250.1  1   18.363   18.363  1   36.545   36.545  1
  252.1  252.1  1   18.349   18.349  1   36.543   36.543  1
  254.0  254.0  1   18.313   18.313  1   36.539   36.539  1
  256.0  256.0  1   18.218   18.218  1   36.532   36.532  1
  258.0  258.0  1   18.152   18.152  1   36.521   36.521  1
  259.9  259.9  1   18.127   18.127  1   36.518   36.518  1
  261.9  261.9  1   18.035   18.035  1   36.510   36.510  1
  264.0  264.0  1   17.985   17.985  1   36.499   36.499  1
  266.0  266.0  1   17.953   17.953  1   36.496   36.496  1
  268.0  268.0  1   17.917   17.917  1   36.491   36.491  1
  270.1  270.1  1   17.894   17.894  1   36.487   36.487  1
  272.0  272.0  1   17.878   17.878  1   36.485   36.485  1
  274.0  274.0  1   17.820   17.820  1   36.478   36.478  1
  276.0  276.0  1   17.788   17.788  1   36.472   36.472  1
  278.0  278.0  1   17.772   17.772  1   36.468   36.468  1
  280.0  280.0  1   17.767   17.767  1   36.466   36.466  1
  281.9  281.9  1   17.701   17.701  1   36.462   36.462  1
  284.0  284.0  1   17.515   17.515  1   36.437   36.437  1
  286.1  286.1  1   17.438   17.438  1   36.424   36.424  1
  288.0  288.0  1   17.386   17.386  1   36.416   36.416  1
  290.0  290.0  1   17.347   17.347  1   36.409   36.409  1
  292.1  292.1  1   17.251   17.251  1   36.397   36.397  1
  294.1  294.1  1   17.148   17.148  1   36.380   36.380  1
  296.1  296.1  1   17.084   17.084  1   36.368   36.368  1
  298.0  298.0  1   17.002   17.002  1   36.356   36.356  1
  300.0  300.0  1   16.880   16.880  1   36.338   36.338  1
  301.9  301.9  1   16.816   16.816  1   36.326   36.326  1
  303.8  303.8  1   16.750   16.750  1   36.316   36.316  1
  306.0  306.0  1   16.722   16.722  1   36.309   36.309  1
  307.9  307.9  1   16.594   16.594  1   36.297   36.297  1
  309.8  309.8  1   16.517   16.517  1   36.278   36.278  1
  312.0  312.0  1   16.490   16.490  1   36.275   36.275  1
  314.0  314.0  1   16.445   16.445  1   36.269   36.269  1
  316.0  316.0  1   16.374   16.374  1   36.259   36.259  1
